Text,Sentiment,cleaned_text
"Sensex Closes 1,266 Points Higher, Nifty Reclaims 9,100
https://t.co/rQ8IvLd7C4",1,sensex closes 1266 points higher nifty reclaims 9100
"Cognizant Withdraws 2020 Forecast On Coronavirus Uncertainty
https://t.co/okSuLypeuh",-1,cognizant withdraws 2020 forecast on coronavirus uncertainty
"Sensex ends 1,266 points higher, Nifty reclaims 9,100 as markets spike 4%; auto stocks jump #Sensex #Nifty #MarketUpdates",1,sensex ends 1266 points higher nifty reclaims 9100 as markets spike 4% auto stocks jump sensex nifty marketupdates
"Coronavirus Has 'Drastically Altered' India Growth Outlook, Says RBI Amid Lockdown
https://t.co/WYWkoIzUKf",-1,coronavirus has drastically altered india growth outlook says rbi amid lockdown
"Sensex jumps nearly 1,100 points, Nifty crosses 9,050 amid gains across sectors; Cipla, Tata Motors, Bajaj Auto up… https://t.co/iRfGp6EKlr",1,sensex jumps nearly 1100 points nifty crosses 9050 amid gains across sectors cipla tata motors bajaj auto up
"COVID-19 To Impact Economic Activity Directly Due To Lockdowns: RBI
https://t.co/o9a1NYqTiU",-1,covid19 to impact economic activity directly due to lockdowns rbi
"Virus Crisis A Chance For India To Reform Its Economy, Say Some Experts
https://t.co/hFXZUG1INt",1,virus crisis a chance for india to reform its economy say some experts
"Rupee Edges Higher To 76.11 Against Dollar
https://t.co/qGDKsdasQq",-1,rupee edges higher to 76.11 against dollar
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",-1,consumer inflation likely fell to fourmonth low in march poll
"Oil Demand Slumps 70% In India, 3rd-Biggest Buyer, Amid Lockdown
https://t.co/DG38aILF7m",-1,oil demand slumps 70% in india 3rdbiggest buyer amid lockdown
"Tax Breaks, Incentives For COVID-19-Hit Small Businesses Likely Next Week
https://t.co/7u1asxLK6g",1,tax breaks incentives for covid19hit small businesses likely next week
"Sensex Opens Over 650 Points Higher, Nifty Above 8,950
https://t.co/5MdFuBM9LU",1,sensex opens over 650 points higher nifty above 8950
"Sensex opens over 650 points higher, Nifty starts day above 8,950 tracking gains in global markets #Sensex #Nifty #MarketUpdates",1,sensex opens over 650 points higher nifty starts day above 8950 tracking gains in global markets sensex nifty marketupdates
"Sensex, Nifty Likely To Open Higher
https://t.co/shm8juDIOc",1,sensex nifty likely to open higher
"Rs 1 Lakh Crore Coronavirus Stimulus On Cards For Small Businesses: Report
https://t.co/ODzhWRt2Mm",-1,rs 1 lakh crore coronavirus stimulus on cards for small businesses report
"All Pending Income Tax Refunds Up To Rs 5 Lakh To Be Released Immediately
https://t.co/uZCLzpBCuf",1,all pending income tax refunds up to rs 5 lakh to be released immediately
"OECD Says Leading Indicators Flag Biggest Monthly Drop On Record
https://t.co/kmZKV9e0ry",-1,oecd says leading indicators flag biggest monthly drop on record
"Rupee Sinks Below 76 To New All-Time Low Against Dollar 
https://t.co/MKu4TJiimQ",-1,rupee sinks below 76 to new alltime low against dollar
"Sensex Ends 173 Points Lower, Nifty Settles At 8,749 As Coronavirus Fears Linger
https://t.co/QGIFjWEwyH",-1,sensex ends 173 points lower nifty settles at 8749 as coronavirus fears linger
"Sensex ends volatile session 173 points lower, Nifty settles at 8,749 as coronavirus fears persist #Sensex #Nifty #MarketUpdates",-1,sensex ends volatile session 173 points lower nifty settles at 8749 as coronavirus fears persist sensex nifty marketupdates
"SBI Cuts Interest Rates On Savings Deposits By 0.25%
https://t.co/y47p5F5V3F",-1,sbi cuts interest rates on savings deposits by 0.25%
"Sensex Plunges Over 1,600 Points From Day's High, Nifty Tests 8,800
https://t.co/tgPYPCSnUo",-1,sensex plunges over 1600 points from days high nifty tests 8800
"Latest On The Spread Of The Coronavirus Around The World
https://t.co/haDwbdVV1N",-1,latest on the spread of the coronavirus around the world
"Rupee Edges Lower To 75.85 Against Dollar
https://t.co/0RsHsNXVLm",-1,rupee edges lower to 75.85 against dollar
"Sensex, Nifty Turn Positive Amid Choppy Trade As Coronavirus Fears Linger
https://t.co/HX0T49Fphj",1,sensex nifty turn positive amid choppy trade as coronavirus fears linger
"Sensex Opens Over 350 Points Lower, Nifty Below 8,700 As Global Markets Lose Steam
https://t.co/2A2bsDngZ1",-1,sensex opens over 350 points lower nifty below 8700 as global markets lose steam
"Sensex opens over 350 points lower, Nifty starts day below 8,700 tracking weakness in global markets amid coronavir… https://t.co/csmNyu74WS",-1,sensex opens over 350 points lower nifty starts day below 8700 tracking weakness in global markets amid coronavir
"Small Businesses Struggle To Pay Wages Amid Coronavirus Lockdown
https://t.co/dy4BoxDLZB",-1,small businesses struggle to pay wages amid coronavirus lockdown
"SBI Slashes Lending Rates Across All Tenors By 0.35%, EMIs To Get Cheaper
https://t.co/ao9oL2fCo5",1,sbi slashes lending rates across all tenors by 0.35% emis to get cheaper
"Sensex ends 2,476 points higher, Nifty reclaims 8,750 as markets bounce back 9% after 2-day fall #Sensex #Nifty #MarketUpdates",1,sensex ends 2476 points higher nifty reclaims 8750 as markets bounce back 9% after 2day fall sensex nifty marketupdates
"Hindustan Unilever Market Value Tops Rs 5 Lakh Crore For First Time
https://t.co/TzNyxgWcJM",1,hindustan unilever market value tops rs 5 lakh crore for first time
"State Governments Scramble For Funds As Coronavirus Takes Toll On Coffers
https://t.co/kzTFrVxHci",1,state governments scramble for funds as coronavirus takes toll on coffers
"World's Biggest Lockdown Brings Trucks To A Standstill In India
https://t.co/gRHNn3Op4A",-1,worlds biggest lockdown brings trucks to a standstill in india
"Unemployment Rate Soars To 8.7%, Worst In 43 Months: Report
https://t.co/YkS0KF3qYU",-1,unemployment rate soars to 8.7% worst in 43 months report
"Employment Rate Hits All-Time Low In March, Says Think-Tank CMIE
https://t.co/YkS0KF3qYU",-1,employment rate hits alltime low in march says thinktank cmie
"Sensex, Nifty Open Higher Amid Gains In Global Markets
https://t.co/A5y2mB4ZS9",1,sensex nifty open higher amid gains in global markets
"Sensex opens over 1,300 points higher near 28,900, Nifty starts day firm above 8,400 tracking rally in global marke… https://t.co/143R02HJ5J",1,sensex opens over 1300 points higher near 28900 nifty starts day firm above 8400 tracking rally in global marke
"IMF Encouraged By Recovery In China, But Pandemic Could Resurge
https://t.co/oC6fEINoG1",1,imf encouraged by recovery in china but pandemic could resurge
"Markets Revise Trading Rules, Hours, Circuit Breakers As Volatility Surges: Key Facts
https://t.co/jQNHn3pOA5",1,markets revise trading rules hours circuit breakers as volatility surges key facts
"March Gold Imports Hit 6-1/2-Year Low On Record Price: Report
https://t.co/icOxFWEfu1",-1,march gold imports hit 612year low on record price report
"Gold Imports Slump 73% In March To Lowest In Over 6 Years: Report
https://t.co/FK0QiSOT9D",-1,gold imports slump 73% in march to lowest in over 6 years report
"Mukesh Ambani's Net Worth Drops To $48 Billion In 2 Months Amid Coronavirus Crisis
https://t.co/0TTjUMldfU",-1,mukesh ambanis net worth drops to $48 billion in 2 months amid coronavirus crisis
"India's Services Activity Hits 5-Month Low Amid Coronavirus Crisis: Survey
https://t.co/Urv0Rj5eyv",-1,indias services activity hits 5month low amid coronavirus crisis survey
"Financial Markets Shut For Mahavir Jayanti Holiday
https://t.co/nMf0ueLc9e",-1,financial markets shut for mahavir jayanti holiday
"Air Deccan Ceases Operations, All Employees On ''Sabbatical Without Pay''
https://t.co/4GVDLoOJ97",-1,air deccan ceases operations all employees on sabbatical without pay
"FPIs Pull Out Record Rs 1.1 Lakh Crore In March Amidst Covid-19 Mayhem
https://t.co/d10LRVDU6R",-1,fpis pull out record rs 1.1 lakh crore in march amidst covid19 mayhem
"Anxiety-Driven Panic Could Impact Global Food Supply Chain: United Nations Arm
https://t.co/PqijTlLTU3",-1,anxietydriven panic could impact global food supply chain united nations arm
"Fitch Sees India GDP Growth In FY21 At 2%, Slowest Since Economic Reforms
https://t.co/nH9RGCKb8s",-1,fitch sees india gdp growth in fy21 at 2% slowest since economic reforms
"US Employment Falls 701,000 In March Amid Coronavirus
https://t.co/GO1ZDIeJpi",-1,us employment falls 701000 in march amid coronavirus
"No Change In Basic Selling Price Of Petrol, Diesel: Indian Oil
https://t.co/3YIpSKvodo",1,no change in basic selling price of petrol diesel indian oil
"Gold Prices Subdued On Firm Dollar Ahead Of US Data Amid Coronavirus Crisis
https://t.co/lCyGzdnX4u",-1,gold prices subdued on firm dollar ahead of us data amid coronavirus crisis
"Sensex, Nifty Extend Losses To Second Day Amid Rising Coronavirus Cases
https://t.co/1Lk0ZkMhdS",-1,sensex nifty extend losses to second day amid rising coronavirus cases
"Sensex ends 674 points lower, Nifty gives up 8,100 as markets extend losses to second day #Sensex #Nifty #MarketUpdates",-1,sensex ends 674 points lower nifty gives up 8100 as markets extend losses to second day sensex nifty marketupdates
"Sensex, Nifty Stage Mild Recovery; FMCG, Pharma Shares Gain, Banks Fall
https://t.co/59GFTCCefW",1,sensex nifty stage mild recovery fmcg pharma shares gain banks fall
"India's Place In Global Markets Is At Stake In Virus Response
https://t.co/FiA4QADjBO",-1,indias place in global markets is at stake in virus response
"Rupee Slips By 48 Paise To 76.08 Against Dollar Amid Coronavirus Scare
https://t.co/njXT0RFFwz",-1,rupee slips by 48 paise to 76.08 against dollar amid coronavirus scare
"Coronavirus-Induced Weakness In Rupee To Linger In Near Term: Poll
https://t.co/Oc1IPIbfVh",-1,coronavirusinduced weakness in rupee to linger in near term poll
"Sensex Falls Over 400 Points, Nifty Below 8,150 As Markets Give Up Early Gains
https://t.co/zjBF4eSC3G",-1,sensex falls over 400 points nifty below 8150 as markets give up early gains
"Sensex falls over 400 points, Nifty drops below 8,150 as markets give up early gains; banking, auto stocks lead los… https://t.co/pjNiAyfyVl",-1,sensex falls over 400 points nifty drops below 8150 as markets give up early gains banking auto stocks lead los
"US Stock Markets End Over 2% Higher After Jump In Crude Oil Prices
https://t.co/p1K4bvHIso",1,us stock markets end over 2% higher after jump in crude oil prices
"Gold Price Spikes As US Joblessness Data Lifts Safe-Haven Demand
https://t.co/m8NswHy2Xs",1,gold price spikes as us joblessness data lifts safehaven demand
"British Airways In Talks With Union To Suspend Around 32,000 Staff: Report
https://t.co/DJyN10xAmM",-1,british airways in talks with union to suspend around 32000 staff report
